logP,tPSA,QED
4.784800000000002,73.06,0.6993616635172627
6.478700000000006,71.15999999999998,0.2854841344647841
2.0974199999999996,62.300000000000004,0.8779331473302984
4.479540000000004,80.49,0.5426979617000439
5.293100000000005,43.78,0.6354397362233545
2.1254,100.35000000000001,0.48811933397182083
5.105000000000006,67.23,0.33818919703706896
6.467900000000004,81.41999999999999,0.20675469334703966
5.674400000000005,26.02,0.5800510700603233
2.4780000000000006,30.54,0.8162738947689524
1.3467999999999996,95.68,0.5100513973388231
4.237900000000003,48.470000000000006,0.7389701719230289
5.685400000000003,96.7,0.3739740046649187
3.830740000000003,92.14999999999999,0.5220389734632298
2.4566,89.71000000000001,0.8941655773805783
2.8691000000000013,73.82000000000001,0.6149629236347475
0.9882799999999999,117.23,0.8072035416933538
1.6836,81.75,0.8494988183565889
3.7985000000000024,68.02,0.6778643250328619
3.7497000000000025,49.74,0.6218761801869066
3.8407000000000027,44.29,0.5158973113998109
2.49592,130.21,0.44312805502929786
6.5223000000000075,87.07000000000001,0.278037950781773
3.7235200000000015,49.84,0.7565829020303048
3.7986000000000026,101.73,0.5248715842185826
2.4526000000000003,93.84,0.5646506486481612
3.051700000000001,91.24000000000001,0.6942731985293545
6.094000000000005,148.32999999999998,0.1711025404840547
5.765300000000006,33.95,0.3897540640026837
5.851300000000006,43.45,0.4098047815591672
3.7501000000000015,89.23,0.5372515823361665
5.813500000000005,55.63,0.6970338554319739
6.402140000000006,116.32,0.20091019693489756
3.5436000000000023,42.57,0.5146168276072458
2.0089,56.59,0.8535801604540871
2.2670999999999997,52.230000000000004,0.8904917175482294
4.981600000000002,40.71,0.5600786426963865
5.577900000000005,37.38,0.6935639114643604
3.140200000000001,62.27000000000001,0.5479150099909601
-1.748529999999999,133.71,0.3770213647501038
4.515020000000003,97.19999999999999,0.33180786238403653
3.983900000000003,76.02000000000001,0.40914485886533597
5.392640000000004,39.94,0.5880310327791597
5.4759000000000055,23.47,0.50837217677611
2.649400000000001,115.12000000000002,0.7417459955625894
2.4570000000000007,75.06,0.6790875386119356
2.9274000000000013,38.56,0.8047226303392725
0.3314999999999993,108.05,0.7754624347241021
6.378000000000004,67.99000000000001,0.22679513377691862
4.390680000000003,41.61,0.6733275087406791
3.7154000000000025,76.81,0.4421987481267924
5.061900000000008,173.15,0.20530862293897822
3.5619000000000023,64.80000000000001,0.692602385230709
1.7352,50.72,0.7935789891018384
3.0234000000000005,43.839999999999996,0.7584171560634826
7.336540000000005,29.85,0.3390579321526395
3.275400000000002,109.75,0.47372337013113475
0.3892999999999997,111.61999999999999,0.6659608336951157
0.5994199999999996,138.24,0.23259350629502018
3.440900000000002,75.69000000000001,0.46904620532675106
-0.8345000000000005,171.79999999999998,0.3053873809108631
2.3610999999999995,46.92,0.6802161676624301
5.085400000000004,48.47,0.6823753111701778
4.607000000000004,53.4,0.45199747781722427
4.9192000000000045,57.230000000000004,0.5093851767640994
2.2243199999999996,58.64,0.8664399244631621
5.179570000000002,41.67,0.6595536441140561
3.6571000000000016,169.24999999999997,0.2312877495637997
3.4270000000000014,75.11,0.7611736847078292
3.754600000000004,45.230000000000004,0.6576741660095488
3.2860200000000015,88.05,0.41154196412619704
4.2382000000000035,56.290000000000006,0.42926797985296056
5.862840000000005,58.53,0.3924352108715551
3.7387000000000024,38.33,0.8640895910533917
3.8349800000000016,36.68,0.6433827422529194
3.303300000000002,94.37,0.5065356754196737
2.146299999999999,69.72,0.6893342024964574
7.951480000000007,179.51999999999998,0.1061820806050125
3.5570200000000023,45.46,0.6913608341798336
2.6228999999999996,117.78999999999999,0.45037102040339816
3.05192,92.78000000000002,0.6558000147172107
4.206700000000002,104.81,0.3296570248952592
3.627300000000001,56.839999999999996,0.7032433918862381
4.4649000000000045,109.83000000000001,0.3732911584890412
4.485400000000004,72.22,0.4403187806435209
5.350000000000006,27.740000000000002,0.4035790201858382
4.905680000000006,102.53999999999998,0.44999223381211234
7.353300000000007,179.27,0.03730091743434843
2.8418000000000063,192.98999999999998,0.3588075729945404
4.776500000000005,64.62,0.3904555761379931
1.861340000000005,417.18,0.0623464492521263
1.5920999999999992,58.56,0.8473109678011072
5.7754000000000065,79.60000000000001,0.2532189172097741
0.3623700000000002,176.94000000000003,0.3198935170745691
4.0989400000000025,98.30999999999999,0.47772038937463107
4.5134000000000025,48.91,0.6880587327227108
-1.5700000000000005,124.88000000000001,0.38556439956374805
4.979340000000002,50.7,0.7237475942178221
4.406120000000004,45.480000000000004,0.727644621765386
4.1532000000000036,74.08000000000001,0.6111377568070234
3.475900000000002,71.25,0.6197051926647946
2.0714999999999995,109.97999999999999,0.7024438596002431
0.48857000000000267,157.48,0.19152786041070013
3.5601800000000026,67.91,0.5195082495588296
3.9121000000000024,49.94,0.6786313277243534
3.4772000000000007,105.95,0.5894298101386325
4.216820000000003,51.1,0.7328699313323709
8.595800000000006,129.29999999999998,0.07709070646446146
3.733200000000001,128.68,0.39325255332590514
3.3446000000000025,66.93,0.5834387527641366
5.4847000000000055,78.01,0.3174837155177058
3.0613,57.78,0.8512420126625222
5.202900000000005,93.54,0.3132198536798199
